Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	[Arcobacter]_porcinus	NA	/mnt/e/focusDB/db/GCA_004299785.2_ASM429978v2_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_alhagiae	NA	/mnt/e/focusDB/db/GCA_003177275.1_ASM317727v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_alhagiae	NA	/mnt/e/focusDB/db/GCA_003568665.1_ASM356866v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_arvensicola	NA	/mnt/e/focusDB/db/GCA_900110835.1_IMG-taxon_2636416040_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_barathri	NA	/mnt/e/focusDB/db/GCA_003614855.1_ASM361485v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_barathri	NA	/mnt/e/focusDB/db/GCA_003807585.1_ASM380758v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_caeni	NA	/mnt/e/focusDB/db/GCA_002557795.1_ASM255779v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_costaii	NA	/mnt/e/focusDB/db/GCA_003071385.1_ASM307138v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_costaii	NA	/mnt/e/focusDB/db/GCA_900094705.1_IMG-taxon_2671180112_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_deserti	NA	/mnt/e/focusDB/db/GCA_003149455.1_ASM314945v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_dinghuensis	NA	/mnt/e/focusDB/db/GCA_003259435.1_ASM325943v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_eiseniae	NA	/mnt/e/focusDB/db/GCA_900167135.1_IMG-taxon_2634166306_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_filiformis	NA	/mnt/e/focusDB/db/GCA_900102545.1_IMG-taxon_2634166296_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_flava	NA	/mnt/e/focusDB/db/GCA_003308995.1_ASM330899v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_ginsengisegetis	NA	/mnt/e/focusDB/db/GCA_900168065.1_IMG-taxon_2595698247_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_ginsengisoli	NA	/mnt/e/focusDB/db/GCA_003014595.1_ASM301459v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_japonensis	NA	/mnt/e/focusDB/db/GCA_007830125.1_ASM783012v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_jiangningensis	NA	/mnt/e/focusDB/db/GCA_900142605.1_IMG-taxon_2700988700_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_lutea	NA	/mnt/e/focusDB/db/GCA_003813775.1_ASM381377v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_niabensis	NA	/mnt/e/focusDB/db/GCA_900129465.1_IMG-taxon_2636416022_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_niastensis	NA	/mnt/e/focusDB/db/GCA_003014755.1_ASM301475v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_oryzae	NA	/mnt/e/focusDB/db/GCA_012516375.2_ASM1251637v2_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_parva	NA	/mnt/e/focusDB/db/GCA_003071345.1_ASM307134v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_rhizosphaerae	NA	/mnt/e/focusDB/db/GCA_003958645.1_ASM395864v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_rupis	NA	/mnt/e/focusDB/db/GCA_900109685.1_IMG-taxon_2622736599_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_silvatica	NA	/mnt/e/focusDB/db/GCA_003419895.1_ASM341989v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_silvisoli	NA	/mnt/e/focusDB/db/GCA_003412465.1_ASM341246v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_skermanii	NA	/mnt/e/focusDB/db/GCA_003259335.1_ASM325933v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_solisilvae	NA	/mnt/e/focusDB/db/GCA_009928525.1_ASM992852v1_genomic.fasta
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_terrae (ex Kim and Jung 2007	NA	/mnt/e/focusDB/db/GCA_900107795.1_IMG-taxon_2599185217_annotated_assembly_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_abortus	NA	/mnt/e/focusDB/db/GCA_002895085.1_ASM289508v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_avium	NA	/mnt/e/focusDB/db/GCA_000583875.1_ASM58387v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_caviae	NA	/mnt/e/focusDB/db/GCA_000007605.1_ASM760v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_gallinacea	NA	/mnt/e/focusDB/db/GCA_000471025.2_ASM47102v2_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_ibidis	NA	/mnt/e/focusDB/db/GCA_000454725.1_ibidis.assembly_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db//mnt/e/focusDB/db/GCA_000006685.1_ASM668v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_000174975.1_ASM17497v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997735.1_ASM299773v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997815.1_ASM299781v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997915.1_ASM299791v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997935.1_ASM299793v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997955.1_ASM299795v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997975.1_ASM299797v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002997995.1_ASM299799v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002998015.1_ASM299801v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002998035.1_ASM299803v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002998115.1_ASM299811v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002998175.1_ASM299817v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_002998235.1_ASM299823v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_muridarum	NA	/mnt/e/focusDB/db/GCA_014930955.1_ASM1493095v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_pecorum	NA	/mnt/e/focusDB/db/GCA_000204135.1_ASM20413v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_pneumoniae	NA	/mnt/e/focusDB/db/GCA_000007205.1_ASM720v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_psittaci	NA	/mnt/e/focusDB/db/GCA_000191925.1_ASM19192v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_psittaci	NA	/mnt/e/focusDB/db/GCA_000204255.1_ASM20425v1_genomic.fasta
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_trachomatis	NA	/mnt/e/focusDB/db/GCA_000012125.1_ASM1212v1_genomic.fasta
Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium_thermophilum	NA	/mnt/e/focusDB/db/GCA_000226295.1_ASM22629v1_genomic.fasta
Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium_thermophilum	NA	/mnt/e/focusDB/db/GCA_018304665.1_ASM1830466v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum_limnaeum	NA	/mnt/e/focusDB/db/GCA_001747405.1_ASM174740v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum_tepidum	NA	/mnt/e/focusDB/db/GCA_000006985.1_ASM698v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum_thiosulfatiphilum	NA	/mnt/e/focusDB/db/GCA_006265165.1_ASM626516v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium_ferrooxidans	NA	/mnt/e/focusDB/db/GCA_000168715.1_ASM16871v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium_limicola	NA	/mnt/e/focusDB/db/GCA_000020465.1_ASM2046v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium_phaeobacteroides	NA	/mnt/e/focusDB/db/GCA_000015125.1_ASM1512v1_genomic.fasta
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus_aggregans	NA	/mnt/e/focusDB/db/GCA_000021945.1_ASM2194v1_genomic.fasta
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus_aurantiacus	NA	/mnt/e/focusDB/db/GCA_000018865.1_ASM1886v1_genomic.fasta
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus_islandicus	NA	/mnt/e/focusDB/db/GCA_001650695.1_ASM165069v1_genomic.fasta
Bacteria	Cyanobacteria	NA	Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis	Chlorogloeopsis_fritschii	NA	/mnt/e/focusDB/db/GCA_000317285.1_ChlPCC6912_1.0_genomic.fasta
Bacteria	Cyanobacteria	NA	Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis	Chlorogloeopsis_fritschii	NA	/mnt/e/focusDB/db/GCA_003990575.1_ASM399057v1_genomic.fasta
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chloroherpeton	Chloroherpeton_thalassium	NA	/mnt/e/focusDB/db/GCA_000020525.1_ASM2052v1_genomic.fasta
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces_crocatus	NA	/mnt/e/focusDB/db/GCA_001189295.1_ASM118929v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_hongkongensis	NA	/mnt/e/focusDB/db/GCA_000981035.1_ASM98103v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_hongkongensis	NA	/mnt/e/focusDB/db/GCA_004342745.1_ASM434274v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_intestinihominis	NA	/mnt/e/focusDB/db/GCA_001678845.1_ASM167884v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_minuta	NA	/mnt/e/focusDB/db/GCA_001571425.1_ASM157142v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_minuta	NA	/mnt/e/focusDB/db/GCA_001652705.1_ASM165270v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_minuta	NA	/mnt/e/focusDB/db/GCA_001678855.1_ASM167885v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_minuta	NA	/mnt/e/focusDB/db/GCA_003628755.1_ASM362875v1_genomic.fasta
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_timonensis	NA	/mnt/e/focusDB/db/GCA_900087015.1_PRJEB13910_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus	Chromatocurvus_halotolerans	NA	/mnt/e/focusDB/db/GCA_003428685.1_ASM342868v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Chromatocurvus	Chromatocurvus_halotolerans	NA	/mnt/e/focusDB/db/GCA_004340525.1_ASM434052v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_amazonense	NA	/mnt/e/focusDB/db/GCA_001855565.1_ASM185556v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_haemolyticum	NA	/mnt/e/focusDB/db/GCA_000711885.1_ASM71188v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_paludis	NA	/mnt/e/focusDB/db/GCA_008275125.1_ASM827512v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_phragmitis	NA	/mnt/e/focusDB/db/GCA_003325475.1_ASM332547v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_sphagni	NA	/mnt/e/focusDB/db/GCA_001855555.1_ASM185555v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_subtsugae	NA	/mnt/e/focusDB/db/GCA_001676875.1_ASM167687v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_vaccinii	NA	/mnt/e/focusDB/db/GCA_000971335.1_ASM97133v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_violaceum	NA	/mnt/e/focusDB/db/GCA_000007705.1_ASM770v1_genomic.fasta
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium_violaceum	NA	/mnt/e/focusDB/db/GCA_001953795.1_ASM195379v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_marismortui	NA	/mnt/e/focusDB/db/GCA_004364315.1_ASM436431v1_genomic.fasta
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_salexigens	NA	/mnt/e/focusDB/db/GCA_000055785.1_ASM5578v1_genomic.fasta
Bacteria	Cyanobacteria	NA	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis_thermalis	NA	/mnt/e/focusDB/db/GCA_000317125.1_ASM31712v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_angstadtii	NA	/mnt/e/focusDB/db/GCA_001045465.1_ASM104546v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_aquaticum	NA	/mnt/e/focusDB/db/GCA_001420285.1_ASM142028v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_arachidis	NA	/mnt/e/focusDB/db/GCA_900129245.1_IMG-taxon_2695420930_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_arthrosphaerae	NA	/mnt/e/focusDB/db/GCA_001684965.1_ASM168496v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_artocarpi	NA	/mnt/e/focusDB/db/GCA_001684975.1_ASM168497v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_aurantiacum	NA	/mnt/e/focusDB/db/GCA_003020585.1_ASM302058v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_aureum	NA	/mnt/e/focusDB/db/GCA_003971235.1_ASM397123v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_balustinum	NA	/mnt/e/focusDB/db/GCA_900168205.1_IMG-taxon_2681813564_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_binzhouense	NA	/mnt/e/focusDB/db/GCA_007474545.1_ASM747454v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_camelliae	NA	/mnt/e/focusDB/db/GCA_002770595.1_ASM277059v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_candidae	NA	/mnt/e/focusDB/db/GCA_004916905.1_ASM491690v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_carnipullorum	NA	/mnt/e/focusDB/db/GCA_900142785.1_IMG-taxon_2695420920_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_contaminans	NA	/mnt/e/focusDB/db/GCA_001684955.1_ASM168495v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_contaminans	NA	/mnt/e/focusDB/db/GCA_900142615.1_IMG-taxon_2700988701_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_cucumeris	NA	/mnt/e/focusDB/db/GCA_001593385.1_ASM159338v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_culicis	NA	/mnt/e/focusDB/db/GCA_900108365.1_IMG-taxon_2687453786_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_daecheongense	NA	/mnt/e/focusDB/db/GCA_003729955.1_ASM372995v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_daecheongense	NA	/mnt/e/focusDB/db/GCA_004365465.1_ASM436546v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_daeguense	NA	/mnt/e/focusDB/db/GCA_000430825.1_ASM43082v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_defluvii	NA	/mnt/e/focusDB/db/GCA_003634775.1_ASM363477v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_echinoideorum	NA	/mnt/e/focusDB/db/GCA_007474535.1_ASM747453v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_elymi	NA	/mnt/e/focusDB/db/GCA_003385495.1_ASM338549v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_flavum	NA	/mnt/e/focusDB/db/GCA_003385595.1_ASM338559v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_formosense	NA	/mnt/e/focusDB/db/GCA_900116415.1_IMG-taxon_2684622901_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_gallinarum	NA	/mnt/e/focusDB/db/GCA_001021975.1_ASM102197v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_gambrini	NA	/mnt/e/focusDB/db/GCA_900156825.1_IMG-taxon_2681813561_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_geocarposphaerae	NA	/mnt/e/focusDB/db/GCA_002797535.1_ASM279753v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_glaciei	NA	/mnt/e/focusDB/db/GCA_001648155.1_ASM164815v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_gleum	NA	/mnt/e/focusDB/db/GCA_000143785.1_ASM14378v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_gleum	NA	/mnt/e/focusDB/db/GCA_016766875.1_ASM1676687v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_greenlandense	NA	/mnt/e/focusDB/db/GCA_001507325.1_ASM150732v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_gregarium	NA	/mnt/e/focusDB/db/GCA_000430845.1_ASM43084v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_hagamense	NA	/mnt/e/focusDB/db/GCA_007991455.1_ASM799145v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_hispalense	NA	/mnt/e/focusDB/db/GCA_000708615.2_Chryseo_hispalense_genome_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_indologenes	NA	/mnt/e/focusDB/db/GCA_000520835.1_ASM52083v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_indologenes	NA	/mnt/e/focusDB/db/GCA_016025055.1_ASM1602505v1_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_indologenes	NA	/mnt/e/focusDB/db/GCA_900113975.1_IMG-taxon_2687453795_annotated_assembly_genomic.fasta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_indoltheticum	NA	/mnt/e/focusDB/db/GCA_003815915.1_ASM381591v1_genomic.fasta
